Timestamp,temp_min,temp_max,temp_normal_min,temp_normal_max,rel_humidity
2018-06-29,16.5,29.7,13.144827586206894,24.81724137931035,61.71
2018-06-30,14.2,30.6,13.158620689655171,24.80689655172414,58.96
2018-07-01,11.9,28.3,12.210714285714287,24.65357142857143,43.67
2018-07-02,10.4,28.9,12.653571428571428,25.132142857142856,46.92
2018-07-03,11.4,30.4,13.632142857142856,25.271428571428572,47.83
2018-07-04,14.2,28.4,13.674999999999999,25.71071428571429,72.29
2018-07-05,14.6,22.0,13.85,25.65357142857143,89.92
2018-07-06,15.0,27.6,13.964285714285714,24.478571428571428,68.71
2018-07-07,14.2,27.4,13.242857142857146,24.828571428571426,64.54
2018-07-08,12.0,27.6,13.035714285714286,24.532142857142855,55.13
2018-07-09,10.9,26.6,12.87142857142857,25.03571428571429,57.17
2018-07-10,13.9,21.1,13.63928571428571,25.735714285714288,64.08
2018-07-11,12.8,22.1,13.353571428571428,25.475,67.79
2018-07-12,14.5,26.0,13.342857142857142,25.01785714285714,69.08
2018-07-13,11.9,28.6,13.174999999999997,24.70357142857143,64.46
2018-07-14,13.2,30.4,13.542857142857143,24.46071428571429,59.13
2018-07-15,14.2,30.2,13.117857142857144,25.13214285714286,77.54
2018-07-16,13.7,28.9,13.467857142857142,26.52857142857143,69.88
2018-07-17,13.1,29.5,14.057142857142859,25.06071428571428,65.54
2018-07-18,14.9,28.6,14.224999999999998,25.08928571428572,58.54
2018-07-19,12.3,29.9,13.585714285714285,25.542857142857137,57.29
2018-07-20,12.6,30.9,13.832142857142857,25.535714285714285,55.75
2018-07-21,15.6,24.9,14.082142857142857,25.371428571428567,84.13
2018-07-22,14.6,26.4,14.146428571428572,25.400000000000002,78.75
2018-07-23,14.3,29.8,13.042857142857143,25.33928571428571,70.42
2018-07-24,14.6,32.2,13.117857142857144,25.067857142857143,63.17
2018-07-25,15.5,34.4,13.02857142857143,25.075,57.42
2018-07-26,17.0,34.9,13.853571428571428,25.610714285714284,54.58
2018-07-27,16.3,34.4,14.3,26.017857142857142,51.92
2018-07-28,17.4,29.6,13.64642857142857,25.21071428571429,58.83
2018-07-29,16.4,31.3,14.260714285714283,25.61428571428571,58.96
2018-07-30,16.1,33.9,13.739285714285716,26.303571428571434,54.5
2018-07-31,16.9,34.1,13.292857142857144,25.392857142857142,54.29
2018-08-01,17.1,27.7,12.896428571428574,26.278571428571436,78.5
2018-08-02,15.4,32.7,13.353571428571428,25.87857142857143,71.29
2018-08-03,17.5,35.3,13.632142857142856,25.978571428571428,61.13
2018-08-04,17.8,35.5,13.760714285714288,25.478571428571428,54.46
2018-08-05,18.3,31.9,13.046428571428574,25.90357142857143,55.42
2018-08-06,15.0,34.4,12.607142857142858,26.0,52.08
2018-08-07,16.9,34.9,12.446428571428568,25.728571428571428,53.0
2018-08-08,18.7,29.0,13.632142857142854,24.221428571428568,60.0
2018-08-09,16.3,31.7,13.103571428571428,24.710714285714285,74.17
2018-08-10,13.2,24.3,13.12142857142857,23.41071428571428,61.13
2018-08-11,11.7,24.1,12.77142857142857,23.482142857142854,56.21
2018-08-12,8.7,28.9,13.407142857142858,24.264285714285716,57.58
2018-08-13,13.4,23.0,13.321428571428571,23.924999999999994,83.04
2018-08-14,14.7,23.9,13.135714285714286,24.942857142857147,74.42
2018-08-15,13.3,24.5,13.3,24.900000000000002,76.58
2018-08-16,11.5,30.2,13.157142857142857,24.900000000000006,67.21
2018-08-17,14.2,30.0,12.742857142857142,24.560714285714287,71.54
2018-08-18,13.5,27.4,12.692857142857141,24.903571428571432,65.04
2018-08-19,11.4,29.0,12.435714285714285,25.214285714285715,59.79
2018-08-20,13.9,28.6,12.710714285714284,24.310714285714287,70.17
2018-08-21,16.1,29.6,11.939285714285715,24.425,68.08
2018-08-22,14.3,32.6,12.607142857142858,25.092857142857145,62.42
2018-08-23,16.3,30.9,12.371428571428572,24.489285714285707,67.83
2018-08-24,13.5,19.5,12.14642857142857,23.067857142857147,77.79
2018-08-25,7.7,18.4,12.457142857142856,22.79285714285714,69.67
2018-08-26,5.1,20.7,12.55357142857143,23.83571428571429,63.96
2018-08-27,12.8,19.7,12.532142857142857,23.442857142857147,74.79
2018-08-28,10.2,25.6,11.62142857142857,23.074999999999996,72.79
2018-08-29,9.6,27.5,11.003571428571432,23.53928571428571,77.0
2018-08-30,12.6,19.9,10.575000000000003,23.407142857142862,84.58
2018-08-31,10.3,19.9,10.546428571428573,22.878571428571426,75.33
2018-09-01,7.3,22.6,10.855172413793102,22.241379310344833,67.33
2018-09-02,7.0,19.0,10.979310344827585,22.08620689655172,78.88
2018-09-03,14.3,23.2,11.513793103448275,21.56551724137931,82.63
2018-09-04,12.8,25.7,10.955172413793104,21.265517241379317,81.54
2018-09-05,12.7,28.8,10.46551724137931,21.762068965517237,72.67
2018-09-06,13.8,26.2,9.641379310344828,21.17241379310345,81.17
2018-09-07,12.3,19.7,9.455172413793106,20.603448275862068,84.79
2018-09-08,7.4,21.6,10.22758620689655,21.420689655172417,73.42
2018-09-09,7.9,25.8,9.606896551724137,22.013793103448275,67.46
2018-09-10,8.7,27.8,9.827586206896552,22.120689655172413,65.25
2018-09-11,10.5,27.8,10.696551724137933,21.596551724137925,64.63
2018-09-12,10.6,30.1,10.448275862068966,21.06206896551724,62.42
2018-09-13,13.7,21.0,10.303448275862067,20.320689655172416,87.67
2018-09-14,12.3,21.4,10.26206896551724,20.179310344827584,82.54
2018-09-15,8.0,22.5,10.306896551724138,19.448275862068964,71.88
2018-09-16,6.2,26.0,9.637931034482758,19.796551724137935,68.96
2018-09-17,8.4,27.7,9.39310344827586,19.358620689655176,66.38
2018-09-18,10.0,29.3,9.382758620689653,19.841379310344827,68.38
2018-09-19,14.3,29.0,9.117241379310347,20.124137931034483,67.13
2018-09-20,13.1,27.4,8.941379310344828,20.62758620689655,71.88
2018-09-21,11.2,23.2,8.072413793103449,21.33103448275862,71.33
2018-09-22,8.9,18.0,8.934482758620689,20.700000000000006,70.92
2018-09-23,8.4,20.0,8.786206896551725,19.86896551724138,92.17
2018-09-24,4.6,16.2,8.817241379310346,19.658620689655173,75.71
2018-09-25,1.7,16.3,8.862068965517242,18.934482758620685,73.63
2018-09-26,0.7,19.1,8.96896551724138,18.379310344827587,73.13
2018-09-27,2.4,24.3,7.841379310344827,19.144827586206894,71.88
2018-09-28,5.8,21.9,7.231034482758622,18.913793103448278,73.63
2018-09-29,2.8,17.3,8.324137931034482,18.85862068965517,66.08
2018-09-30,0.3,19.9,8.151724137931035,18.25862068965517,74.13
2018-10-01,4.2,15.8,8.320689655172414,17.92758620689655,77.71
2018-10-02,2.5,10.1,8.410344827586208,16.8,87.96
2018-10-03,5.0,17.8,8.537931034482757,17.251724137931035,81.21
2018-10-04,2.4,20.1,7.841379310344828,17.637931034482758,77.71
2018-10-05,2.7,22.9,8.096551724137932,17.282758620689656,78.88
2018-10-06,6.4,22.0,9.33448275862069,16.624137931034483,80.25
2018-10-07,7.3,21.1,8.417241379310344,16.137931034482758,84.92
2018-10-08,5.7,22.0,7.620689655172413,15.317241379310342,82.5
2018-10-09,5.9,22.5,7.382758620689655,16.224137931034484,84.96
2018-10-10,6.8,22.4,7.5,15.844827586206897,84.71
2018-10-11,6.9,21.8,6.889655172413793,15.644827586206898,84.88
2018-10-12,11.1,25.3,6.8310344827586205,14.98965517241379,78.5
2018-10-13,8.9,27.6,5.175862068965518,16.182758620689654,74.33
2018-10-14,7.8,26.4,5.396551724137931,15.741379310344827,75.46
2018-10-15,7.8,25.2,6.210344827586208,15.186206896551724,73.21
2018-10-16,5.8,25.3,5.568965517241379,15.196551724137931,74.38
2018-10-17,6.1,23.8,5.527586206896551,14.675862068965516,78.38
2018-10-18,7.1,21.4,4.734482758620689,14.734482758620688,82.75
2018-10-19,6.8,19.8,5.086206896551724,14.393103448275863,85.42
2018-10-20,4.2,18.3,5.568965517241379,13.982758620689655,84.63
2018-10-21,1.5,17.1,5.458620689655174,13.441379310344828,78.83
2018-10-22,1.2,17.2,4.665517241379311,12.90689655172414,81.42
2018-10-23,1.6,12.7,4.713793103448276,12.668965517241377,75.96
2018-10-24,9.6,14.5,5.168965517241379,13.0,85.33
2018-10-25,9.7,14.5,5.524137931034482,13.603448275862068,79.42
2018-10-26,7.6,10.7,4.751724137931035,13.524137931034481,77.83
2018-10-27,4.5,9.2,4.427586206896551,12.924137931034483,80.42
2018-10-28,3.9,5.4,4.424137931034483,11.920689655172415,83.75
2018-10-29,4.1,5.7,4.0344827586206895,11.9551724137931,88.75
2018-10-30,2.7,6.4,3.162068965517241,10.972413793103447,87.96
2018-10-31,-0.5,11.4,2.527586206896552,11.886206896551725,84.92
2018-11-01,1.2,10.9,3.475862068965517,12.472413793103449,91.5
2018-11-02,2.9,12.9,4.093103448275862,11.520689655172413,83.54
2018-11-03,0.7,12.8,4.710344827586207,11.375862068965516,84.46
2018-11-04,7.3,12.4,4.137931034482758,11.051724137931032,84.88
2018-11-05,4.0,15.5,4.279310344827587,10.548275862068964,86.83
2018-11-06,2.8,15.1,2.8344827586206898,10.100000000000001,90.96
2018-11-07,4.8,17.2,2.8448275862068964,9.017241379310347,79.67
2018-11-08,8.2,12.9,3.679310344827587,10.10689655172414,79.92
2018-11-09,4.7,17.1,3.8689655172413793,10.200000000000001,80.38
2018-11-10,11.3,15.2,3.768965517241379,10.048275862068964,78.38
2018-11-11,9.8,15.7,3.6999999999999993,10.134482758620688,80.83
2018-11-12,12.2,19.5,2.8758620689655174,9.73103448275862,71.13
2018-11-13,3.3,12.2,2.6310344827586207,9.613793103448277,89.96
2018-11-14,0.7,13.9,2.075862068965517,8.172413793103447,93.96
2018-11-15,4.2,5.7,1.8517241379310345,7.43448275862069,98.38
2018-11-16,-0.4,9.9,1.8517241379310345,7.451724137931034,86.5
2018-11-17,-1.8,9.3,2.2551724137931033,7.755172413793103,78.54
2018-11-18,-1.9,6.7,2.420689655172414,7.810344827586208,65.54
2018-11-19,-1.7,2.4,1.7482758620689653,7.548275862068966,84.0
2018-11-20,0.8,4.0,1.0241379310344827,6.768965517241378,78.04
2018-11-21,-1.7,2.0,0.7379310344827584,5.989655172413793,90.54
2018-11-22,-2.8,6.1,0.1965517241379311,6.620689655172414,85.17
2018-11-23,-4.1,7.8,0.5931034482758621,7.051724137931036,90.63
2018-11-24,1.0,8.2,0.7931034482758621,6.565517241379309,94.0
2018-11-25,2.7,7.6,1.1344827586206896,6.403448275862068,95.29
2018-11-26,3.3,5.7,1.2517241379310344,6.4448275862068956,88.75
2018-11-27,0.6,3.8,0.6896551724137931,5.820689655172413,92.92
2018-11-28,-0.3,6.8,0.4034482758620689,5.462068965517242,90.38
2018-11-29,1.5,6.7,0.20344827586206882,5.451724137931034,97.04
2018-11-30,3.4,8.4,-0.31379310344827593,5.210344827586208,88.67
2018-12-01,6.5,9.0,-0.4620689655172412,5.13448275862069,85.63
2018-12-02,6.8,11.8,-0.041379310344827655,5.496551724137933,94.38
2018-12-03,9.3,12.6,0.6655172413793105,5.4448275862068956,93.5
2018-12-04,0.9,10.2,0.906896551724138,5.934482758620691,89.83
2018-12-05,0.7,8.6,0.8689655172413792,6.127586206896552,96.25
