Date,Category,IncidntNum
02/01/2012 12:00:00 AM,LARCENY/THEFT,2112
03/01/2012 12:00:00 AM,STOLEN PROPERTY,69
03/01/2012 12:00:00 AM,LARCENY/THEFT,2119
03/01/2012 12:00:00 AM,BURGLARY,475
03/01/2012 12:00:00 AM,VEHICLE THEFT,451
03/01/2012 12:00:00 AM,VANDALISM,642
03/01/2012 12:00:00 AM,ARSON,12
04/01/2012 12:00:00 AM,STOLEN PROPERTY,62
04/01/2012 12:00:00 AM,VEHICLE THEFT,473
04/01/2012 12:00:00 AM,VANDALISM,659
04/01/2012 12:00:00 AM,LARCENY/THEFT,2325
04/01/2012 12:00:00 AM,ARSON,18
04/01/2012 12:00:00 AM,BURGLARY,536
05/01/2012 12:00:00 AM,BURGLARY,523
05/01/2012 12:00:00 AM,STOLEN PROPERTY,94
05/01/2012 12:00:00 AM,VEHICLE THEFT,455
05/01/2012 12:00:00 AM,VANDALISM,606
05/01/2012 12:00:00 AM,LARCENY/THEFT,2559
05/01/2012 12:00:00 AM,ARSON,17
06/01/2012 12:00:00 AM,BURGLARY,495
06/01/2012 12:00:00 AM,STOLEN PROPERTY,61
06/01/2012 12:00:00 AM,VEHICLE THEFT,497
06/01/2012 12:00:00 AM,ARSON,21
06/01/2012 12:00:00 AM,VANDALISM,614
06/01/2012 12:00:00 AM,LARCENY/THEFT,2509
07/01/2012 12:00:00 AM,VANDALISM,675
07/01/2012 12:00:00 AM,BURGLARY,522
07/01/2012 12:00:00 AM,ARSON,25
07/01/2012 12:00:00 AM,LARCENY/THEFT,2564
07/01/2012 12:00:00 AM,STOLEN PROPERTY,73
07/01/2012 12:00:00 AM,VEHICLE THEFT,600
08/01/2012 12:00:00 AM,BURGLARY,547
08/01/2012 12:00:00 AM,ARSON,17
08/01/2012 12:00:00 AM,VEHICLE THEFT,573
08/01/2012 12:00:00 AM,VANDALISM,663
08/01/2012 12:00:00 AM,STOLEN PROPERTY,83
08/01/2012 12:00:00 AM,LARCENY/THEFT,2849
09/01/2012 12:00:00 AM,STOLEN PROPERTY,88
09/01/2012 12:00:00 AM,VANDALISM,687
09/01/2012 12:00:00 AM,LARCENY/THEFT,2978
09/01/2012 12:00:00 AM,VEHICLE THEFT,548
09/01/2012 12:00:00 AM,BURGLARY,482
09/01/2012 12:00:00 AM,ARSON,25
10/01/2012 12:00:00 AM,VEHICLE THEFT,551
10/01/2012 12:00:00 AM,STOLEN PROPERTY,82
10/01/2012 12:00:00 AM,LARCENY/THEFT,3150
10/01/2012 12:00:00 AM,ARSON,18
10/01/2012 12:00:00 AM,VANDALISM,807
10/01/2012 12:00:00 AM,BURGLARY,594
11/01/2012 12:00:00 AM,VEHICLE THEFT,580
11/01/2012 12:00:00 AM,BURGLARY,584
11/01/2012 12:00:00 AM,VANDALISM,648
11/01/2012 12:00:00 AM,STOLEN PROPERTY,93
11/01/2012 12:00:00 AM,LARCENY/THEFT,2866
11/01/2012 12:00:00 AM,ARSON,18
12/01/2012 12:00:00 AM,ARSON,21
12/01/2012 12:00:00 AM,BURGLARY,550
12/01/2012 12:00:00 AM,STOLEN PROPERTY,81
12/01/2012 12:00:00 AM,VANDALISM,598
12/01/2012 12:00:00 AM,VEHICLE THEFT,553
12/01/2012 12:00:00 AM,LARCENY/THEFT,2744
01/01/2013 12:00:00 AM,ARSON,37
01/01/2013 12:00:00 AM,LARCENY/THEFT,2932
01/01/2013 12:00:00 AM,BURGLARY,507
01/01/2013 12:00:00 AM,VANDALISM,566
01/01/2013 12:00:00 AM,VEHICLE THEFT,523
01/01/2013 12:00:00 AM,STOLEN PROPERTY,103
02/01/2013 12:00:00 AM,BURGLARY,440
02/01/2013 12:00:00 AM,LARCENY/THEFT,2677
02/01/2013 12:00:00 AM,STOLEN PROPERTY,79
02/01/2013 12:00:00 AM,ARSON,23
02/01/2013 12:00:00 AM,VEHICLE THEFT,470
02/01/2013 12:00:00 AM,VANDALISM,526
03/01/2013 12:00:00 AM,STOLEN PROPERTY,88
03/01/2013 12:00:00 AM,VANDALISM,657
03/01/2013 12:00:00 AM,VEHICLE THEFT,455
03/01/2013 12:00:00 AM,LARCENY/THEFT,2872
03/01/2013 12:00:00 AM,BURGLARY,519
03/01/2013 12:00:00 AM,ARSON,22
04/01/2013 12:00:00 AM,VEHICLE THEFT,440
04/01/2013 12:00:00 AM,ARSON,11
04/01/2013 12:00:00 AM,VANDALISM,610
04/01/2013 12:00:00 AM,BURGLARY,540
04/01/2013 12:00:00 AM,STOLEN PROPERTY,102
04/01/2013 12:00:00 AM,LARCENY/THEFT,2904
05/01/2013 12:00:00 AM,VEHICLE THEFT,503
05/01/2013 12:00:00 AM,LARCENY/THEFT,2710
05/01/2013 12:00:00 AM,VANDALISM,515
05/01/2013 12:00:00 AM,BURGLARY,508
05/01/2013 12:00:00 AM,ARSON,19
05/01/2013 12:00:00 AM,STOLEN PROPERTY,100
06/01/2013 12:00:00 AM,LARCENY/THEFT,2711
06/01/2013 12:00:00 AM,VANDALISM,561
06/01/2013 12:00:00 AM,VEHICLE THEFT,515
06/01/2013 12:00:00 AM,ARSON,20
06/01/2013 12:00:00 AM,STOLEN PROPERTY,89
06/01/2013 12:00:00 AM,BURGLARY,484
07/01/2013 12:00:00 AM,BURGLARY,534
07/01/2013 12:00:00 AM,STOLEN PROPERTY,104
07/01/2013 12:00:00 AM,LARCENY/THEFT,3318
07/01/2013 12:00:00 AM,VANDALISM,598
07/01/2013 12:00:00 AM,ARSON,25
07/01/2013 12:00:00 AM,VEHICLE THEFT,495
08/01/2013 12:00:00 AM,VEHICLE THEFT,584
08/01/2013 12:00:00 AM,STOLEN PROPERTY,129
08/01/2013 12:00:00 AM,VANDALISM,558
08/01/2013 12:00:00 AM,LARCENY/THEFT,3478
08/01/2013 12:00:00 AM,ARSON,17
08/01/2013 12:00:00 AM,BURGLARY,534
09/01/2013 12:00:00 AM,STOLEN PROPERTY,118
09/01/2013 12:00:00 AM,LARCENY/THEFT,3604
09/01/2013 12:00:00 AM,VANDALISM,630
09/01/2013 12:00:00 AM,VEHICLE THEFT,699
09/01/2013 12:00:00 AM,ARSON,19
09/01/2013 12:00:00 AM,BURGLARY,568
10/01/2013 12:00:00 AM,VANDALISM,587
10/01/2013 12:00:00 AM,VEHICLE THEFT,567
10/01/2013 12:00:00 AM,ARSON,21
10/01/2013 12:00:00 AM,BURGLARY,525
10/01/2013 12:00:00 AM,LARCENY/THEFT,3370
10/01/2013 12:00:00 AM,STOLEN PROPERTY,120
11/01/2013 12:00:00 AM,LARCENY/THEFT,3030
11/01/2013 12:00:00 AM,ARSON,24
11/01/2013 12:00:00 AM,VANDALISM,516
11/01/2013 12:00:00 AM,BURGLARY,517
11/01/2013 12:00:00 AM,VEHICLE THEFT,453
11/01/2013 12:00:00 AM,STOLEN PROPERTY,89
12/01/2013 12:00:00 AM,ARSON,10
12/01/2013 12:00:00 AM,LARCENY/THEFT,2806
12/01/2013 12:00:00 AM,BURGLARY,519
12/01/2013 12:00:00 AM,VANDALISM,597
12/01/2013 12:00:00 AM,STOLEN PROPERTY,103
12/01/2013 12:00:00 AM,VEHICLE THEFT,537
01/01/2014 12:00:00 AM,VANDALISM,577
01/01/2014 12:00:00 AM,LARCENY/THEFT,2941
01/01/2014 12:00:00 AM,STOLEN PROPERTY,86
01/01/2014 12:00:00 AM,VEHICLE THEFT,517
01/01/2014 12:00:00 AM,BURGLARY,618
01/01/2014 12:00:00 AM,ARSON,32
02/01/2014 12:00:00 AM,BURGLARY,506
02/01/2014 12:00:00 AM,VEHICLE THEFT,442
02/01/2014 12:00:00 AM,LARCENY/THEFT,2549
02/01/2014 12:00:00 AM,STOLEN PROPERTY,99
02/01/2014 12:00:00 AM,VANDALISM,546
02/01/2014 12:00:00 AM,ARSON,22
03/01/2014 12:00:00 AM,VEHICLE THEFT,528
03/01/2014 12:00:00 AM,ARSON,13
03/01/2014 12:00:00 AM,LARCENY/THEFT,3021
03/01/2014 12:00:00 AM,BURGLARY,563
03/01/2014 12:00:00 AM,VANDALISM,603
03/01/2014 12:00:00 AM,STOLEN PROPERTY,98
04/01/2014 12:00:00 AM,VANDALISM,619
04/01/2014 12:00:00 AM,STOLEN PROPERTY,92
04/01/2014 12:00:00 AM,ARSON,18
04/01/2014 12:00:00 AM,VEHICLE THEFT,650
04/01/2014 12:00:00 AM,BURGLARY,485
04/01/2014 12:00:00 AM,LARCENY/THEFT,3022
05/01/2014 12:00:00 AM,STOLEN PROPERTY,89
05/01/2014 12:00:00 AM,VEHICLE THEFT,641
05/01/2014 12:00:00 AM,VANDALISM,592
05/01/2014 12:00:00 AM,ARSON,15
05/01/2014 12:00:00 AM,BURGLARY,485
05/01/2014 12:00:00 AM,LARCENY/THEFT,2828
06/01/2014 12:00:00 AM,BURGLARY,443
06/01/2014 12:00:00 AM,ARSON,25
06/01/2014 12:00:00 AM,LARCENY/THEFT,2742
06/01/2014 12:00:00 AM,VANDALISM,508
06/01/2014 12:00:00 AM,VEHICLE THEFT,683
06/01/2014 12:00:00 AM,STOLEN PROPERTY,78
07/01/2014 12:00:00 AM,ARSON,20
07/01/2014 12:00:00 AM,LARCENY/THEFT,3191
07/01/2014 12:00:00 AM,STOLEN PROPERTY,91
07/01/2014 12:00:00 AM,VANDALISM,616
07/01/2014 12:00:00 AM,VEHICLE THEFT,650
07/01/2014 12:00:00 AM,BURGLARY,499
08/01/2014 12:00:00 AM,VANDALISM,632
08/01/2014 12:00:00 AM,LARCENY/THEFT,3650
08/01/2014 12:00:00 AM,BURGLARY,479
08/01/2014 12:00:00 AM,ARSON,20
08/01/2014 12:00:00 AM,VEHICLE THEFT,645
08/01/2014 12:00:00 AM,STOLEN PROPERTY,92
09/01/2014 12:00:00 AM,ARSON,14
09/01/2014 12:00:00 AM,STOLEN PROPERTY,84
09/01/2014 12:00:00 AM,VANDALISM,606
09/01/2014 12:00:00 AM,VEHICLE THEFT,496
09/01/2014 12:00:00 AM,LARCENY/THEFT,3266
09/01/2014 12:00:00 AM,BURGLARY,457
10/01/2014 12:00:00 AM,VANDALISM,635
10/01/2014 12:00:00 AM,LARCENY/THEFT,3630
10/01/2014 12:00:00 AM,STOLEN PROPERTY,106
10/01/2014 12:00:00 AM,ARSON,24
10/01/2014 12:00:00 AM,BURGLARY,553
10/01/2014 12:00:00 AM,VEHICLE THEFT,706
11/01/2014 12:00:00 AM,BURGLARY,463
11/01/2014 12:00:00 AM,VEHICLE THEFT,566
11/01/2014 12:00:00 AM,STOLEN PROPERTY,80
11/01/2014 12:00:00 AM,ARSON,28
11/01/2014 12:00:00 AM,VANDALISM,611
11/01/2014 12:00:00 AM,LARCENY/THEFT,3496
12/01/2014 12:00:00 AM,LARCENY/THEFT,3670
12/01/2014 12:00:00 AM,VANDALISM,622
12/01/2014 12:00:00 AM,BURGLARY,519
12/01/2014 12:00:00 AM,VEHICLE THEFT,589
12/01/2014 12:00:00 AM,STOLEN PROPERTY,91
12/01/2014 12:00:00 AM,ARSON,22
01/01/2015 12:00:00 AM,BURGLARY,496
01/01/2015 12:00:00 AM,STOLEN PROPERTY,82
01/01/2015 12:00:00 AM,LARCENY/THEFT,3710
01/01/2015 12:00:00 AM,VANDALISM,616
01/01/2015 12:00:00 AM,ARSON,41
01/01/2015 12:00:00 AM,VEHICLE THEFT,607
02/01/2015 12:00:00 AM,VEHICLE THEFT,552
02/01/2015 12:00:00 AM,BURGLARY,479
02/01/2015 12:00:00 AM,STOLEN PROPERTY,84
02/01/2015 12:00:00 AM,LARCENY/THEFT,3283
02/01/2015 12:00:00 AM,VANDALISM,511
02/01/2015 12:00:00 AM,ARSON,31
03/01/2015 12:00:00 AM,ARSON,21
03/01/2015 12:00:00 AM,LARCENY/THEFT,3816
03/01/2015 12:00:00 AM,STOLEN PROPERTY,90
03/01/2015 12:00:00 AM,VEHICLE THEFT,622
03/01/2015 12:00:00 AM,VANDALISM,677
03/01/2015 12:00:00 AM,BURGLARY,513
04/01/2015 12:00:00 AM,LARCENY/THEFT,3474
04/01/2015 12:00:00 AM,VEHICLE THEFT,729
04/01/2015 12:00:00 AM,ARSON,30
04/01/2015 12:00:00 AM,STOLEN PROPERTY,77
04/01/2015 12:00:00 AM,BURGLARY,488
04/01/2015 12:00:00 AM,VANDALISM,587
05/01/2015 12:00:00 AM,LARCENY/THEFT,3839
05/01/2015 12:00:00 AM,VEHICLE THEFT,822
05/01/2015 12:00:00 AM,ARSON,30
05/01/2015 12:00:00 AM,STOLEN PROPERTY,68
05/01/2015 12:00:00 AM,BURGLARY,566
05/01/2015 12:00:00 AM,VANDALISM,671
06/01/2015 12:00:00 AM,ARSON,31
06/01/2015 12:00:00 AM,VANDALISM,663
06/01/2015 12:00:00 AM,VEHICLE THEFT,717
06/01/2015 12:00:00 AM,STOLEN PROPERTY,75
06/01/2015 12:00:00 AM,BURGLARY,497
06/01/2015 12:00:00 AM,LARCENY/THEFT,3749
07/01/2015 12:00:00 AM,ARSON,23
07/01/2015 12:00:00 AM,LARCENY/THEFT,3870
07/01/2015 12:00:00 AM,BURGLARY,490
07/01/2015 12:00:00 AM,VANDALISM,772
07/01/2015 12:00:00 AM,STOLEN PROPERTY,87
07/01/2015 12:00:00 AM,VEHICLE THEFT,631
08/01/2015 12:00:00 AM,VANDALISM,729
08/01/2015 12:00:00 AM,STOLEN PROPERTY,81
08/01/2015 12:00:00 AM,VEHICLE THEFT,629
08/01/2015 12:00:00 AM,LARCENY/THEFT,3691
08/01/2015 12:00:00 AM,ARSON,16
08/01/2015 12:00:00 AM,BURGLARY,490
09/01/2015 12:00:00 AM,LARCENY/THEFT,3421
09/01/2015 12:00:00 AM,ARSON,16
09/01/2015 12:00:00 AM,STOLEN PROPERTY,88
09/01/2015 12:00:00 AM,BURGLARY,467
09/01/2015 12:00:00 AM,VANDALISM,661
09/01/2015 12:00:00 AM,VEHICLE THEFT,626
10/01/2015 12:00:00 AM,VEHICLE THEFT,708
10/01/2015 12:00:00 AM,VANDALISM,670
10/01/2015 12:00:00 AM,STOLEN PROPERTY,83
10/01/2015 12:00:00 AM,ARSON,28
10/01/2015 12:00:00 AM,BURGLARY,454
10/01/2015 12:00:00 AM,LARCENY/THEFT,3250
11/01/2015 12:00:00 AM,VEHICLE THEFT,638
11/01/2015 12:00:00 AM,STOLEN PROPERTY,65
11/01/2015 12:00:00 AM,BURGLARY,451
11/01/2015 12:00:00 AM,VANDALISM,558
11/01/2015 12:00:00 AM,ARSON,25
11/01/2015 12:00:00 AM,LARCENY/THEFT,2920
12/01/2015 12:00:00 AM,STOLEN PROPERTY,70
12/01/2015 12:00:00 AM,VEHICLE THEFT,640
12/01/2015 12:00:00 AM,LARCENY/THEFT,2799
12/01/2015 12:00:00 AM,VANDALISM,542
12/01/2015 12:00:00 AM,ARSON,19
12/01/2015 12:00:00 AM,BURGLARY,510
